id,sex,race,age,zipcode,lon,lat,young,race.num,chicago
390,M,Wh,57,60654,-87.64060273727,41.88906676114,0,1,1
391,M,Wh,24,60803,-87.7096523720274,41.6756147618547,1,1,2
392,M,Ot,34,60636,-87.6702875209956,41.7798933641901,0,4,1
393,M,Bl,45,60637,-87.6203910914796,41.7917538911763,0,2,1
394,M,Bl,36,60629,-87.6866188282484,41.7767498440689,0,2,1
395,F,Wh,18,60004,-88.008653058267,42.1498395449186,1,1,2
396,M,Wh,32,60525,-87.8751807354801,41.7764802988464,0,1,2
397,M,Bl,43,60617,-87.5334468949064,41.7361563170014,0,2,1
398,M,Hi,28,60056,-87.9317216800711,42.0840527208475,0,3,2
399,M,Wh,43,60139,-88.063021067519,41.9124311054668,0,1,2
400,M,Wh,18,60126,-87.9454998167874,41.8670932950163,1,1,2
401,M,Wh,26,60619,-87.6246784046144,41.7559908722687,0,1,1
402,F,Hi,72,60629,-87.737939737464,41.7887379687747,0,3,1
403,M,Bl,43,60304,-87.7905108417602,41.8655276195223,0,2,2
404,M,Hi,47,60618,-87.7235773221226,41.9357761455909,0,3,1
405,F,Hi,24,60639,-87.773518641322,41.9088227739294,1,3,1
406,M,Wh,74,60304,-87.7841746713064,41.8686967825131,0,1,2
407,M,Wh,28,60501,-87.8180476644938,41.7856797700143,0,1,2
408,M,Hi,21,60608,-87.6717374761193,41.8466610922483,1,3,1
409,M,Hi,41,60302,-87.7915495975905,41.8843089217005,0,3,2
410,F,Bl,25,60647,-87.7042808994361,41.9151154894164,1,2,1
411,F,Wh,23,60462,-87.8323686956231,41.6333894494469,1,1,2
412,M,Bl,63,60438,-87.5428250919132,41.575362132686,0,2,2
413,F,Hi,40,60620,-87.6329952797893,41.7543259765164,0,3,1
414,F,Bl,31,60194,-88.1254930523854,42.0242419137444,0,2,2
415,M,Hi,25,60657,-87.6498180450759,41.9452173663436,1,3,1
416,M,Bl,32,60640,-87.6502922766158,41.9683073553401,0,2,1
417,F,Ot,57,60618,-87.6803434117413,41.9563324261833,0,4,1
418,M,Wh,43,60415,-87.763508521055,41.6915812204457,0,1,2
419,F,Wh,26,60935,-88.2080423280503,41.1744989113171,0,1,2
420,M,Bl,41,60629,-87.7284939730898,41.7789919696302,0,2,1
421,M,Bl,67,60604,-87.6251747876682,41.8775931720235,0,2,1
422,M,Hi,35,60097,-88.3803637344866,42.4245635458337,0,3,2
423,F,Bl,23,60624,-87.7124189280449,41.8949676647852,1,2,1
424,F,Wh,24,60050,-88.2762967264553,42.3602619498885,1,1,2
425,F,Bl,29,60620,-87.6352632716367,41.7374814690728,0,2,1
426,M,Wh,22,60176,-87.8786697915772,41.9587049725935,1,1,2
427,M,Hi,33,60652,-87.7408921978011,41.7670864193291,0,3,1
428,M,Wh,43,60202,-87.67335456802,42.0336732395851,0,1,2
429,M,Wh,61,60661,-87.6444335912479,41.8856721881773,0,1,1
430,M,Wh,26,60152,-88.6074762170716,42.1854953664446,0,1,2
431,F,Wh,20,60021,-88.2151388491802,42.1998367415022,1,1,2
432,M,Bl,69,60625,-87.7071237602549,41.967144170063,0,2,1
433,M,Wh,30,60074,-88.0071795005695,42.1271949527342,0,1,2
434,M,Ot,27,60639,-87.7780410861844,41.9197871589866,0,4,1
435,M,Bl,28,60624,-87.7282355123207,41.8789561446866,0,2,1
436,M,Hi,53,60608,-87.6904796600329,41.844662046986,0,3,1
437,M,Bl,33,60626,-87.6771449086828,42.0061372332829,0,2,1
438,F,Wh,56,60625,-87.7105447571135,41.9686568901499,0,1,1
439,M,Hi,30,60634,-87.7980207116995,41.9481072646552,0,3,1
440,F,Wh,40,60615,-87.6125791732008,41.8030467239987,0,1,1
441,F,Wh,23,60490,-88.1680909516569,41.6528807442706,1,1,2
442,F,Hi,19,60634,-87.7812844016777,41.9381294154656,1,3,1
443,M,Hi,76,60624,-87.7162622965734,41.8815014814962,0,3,1
444,M,Hi,40,60555,-88.1766057993154,41.8330184901271,0,3,2
445,M,Wh,76,60608,-87.6759607818525,41.8375271585298,0,1,1
446,F,Bl,48,60628,-87.6089333971581,41.6816260251601,0,2,1
447,F,Hi,21,60651,-87.7362979621451,41.900976171847,1,3,1
448,M,Hi,72,60629,-87.6910351749026,41.7876595420526,0,3,1
449,F,Bl,26,60653,-87.6094426299617,41.8247177907048,0,2,1
450,F,Wh,33,60130,-87.8220871016143,41.874246851084,0,1,2
451,F,Ot,68,60647,-87.693399528831,41.9151570624885,0,4,1
452,F,Wh,34,60644,-87.7555526121412,41.8904780624442,0,1,1
453,F,Wh,76,60118,-88.3359397083102,42.1150507563997,0,1,2
454,M,Wh,20,60608,-87.6860252470014,41.8461757972206,1,1,1
455,M,Wh,61,60632,-87.6922778125808,41.8090709096638,0,1,1
456,F,Hi,43,60804,-87.7432697200393,41.8237273134203,0,3,2
457,M,Bl,28,60601,-87.6247206113084,41.8877124795452,0,2,1
458,M,Hi,57,60610,-87.6236653163165,41.9061422887077,0,3,1
459,M,Bl,41,60637,-87.6011223112965,41.7944262819914,0,2,1
460,M,Bl,46,60657,-87.652736334205,41.9409286276527,0,2,1
461,M,Wh,64,60608,-87.6804114163395,41.8610338580966,0,1,1
462,F,Hi,39,60623,-87.709320673531,41.8498106300749,0,3,1
463,F,Wh,32,60415,-87.7611941681438,41.6974167308569,0,1,2
464,F,Bl,80,60123,-88.3216330058492,42.0282447496354,0,2,2
465,M,Bl,77,60604,-87.633599799999,41.8776300629218,0,2,1
466,F,Wh,21,60137,-88.055966838946,41.8472387157578,1,1,2
467,M,Bl,42,60614,-87.6387513090339,41.9259453815232,0,2,1
468,F,Bl,68,60612,-87.6856619240945,41.8687890692301,0,2,1
469,M,Wh,21,60126,-87.943923323054,41.8703489826468,1,1,2
470,M,Wh,24,60513,-87.8547073958562,41.816197754179,1,1,2
471,F,Wh,30,60457,-87.8252083610738,41.7322616220899,0,1,2
472,F,Wh,20,60188,-88.131675168087,41.9093335487575,1,1,2
473,M,Hi,21,60623,-87.7390736381865,41.8492162541384,1,3,1
474,M,Wh,22,60453,-87.7898322871748,41.7184173969311,1,1,2
475,F,Wh,31,60173,-88.0398272453002,42.0701871856965,0,1,2
476,F,Bl,76,60624,-87.7380473317613,41.8916549696973,0,2,1
477,M,Bl,78,60651,-87.7587924521124,41.8999342963815,0,2,1
478,M,Wh,60,60181,-87.9749342239314,41.8881766848476,0,1,2
479,M,Wh,22,60506,-88.3526727119201,41.7922583969544,1,1,2
480,F,Wh,29,60625,-87.7119508417128,41.9823667619995,0,1,1
481,M,Hi,30,60164,-87.9066439641827,41.9295539783205,0,3,2
482,F,Wh,44,60631,-87.7937526493276,41.9832765273377,0,1,1
483,F,Wh,34,60174,-88.2738608063684,41.9165931555028,0,1,2
484,F,Bl,77,60628,-87.630779696582,41.6857681500608,0,2,1
485,M,Bl,36,60640,-87.6585698118726,41.9815447643992,0,2,1
486,M,Ot,20,60641,-87.7565019042939,41.945619750624,1,4,1
487,M,Bl,34,60187,-88.0898109131969,41.8719187765617,0,2,2
488,F,Hi,49,60623,-87.7255710029272,41.8553973467556,0,3,1
489,F,Wh,19,60439,-87.9879072337042,41.691580371745,1,1,2
490,F,Bl,61,60123,-88.3094887768486,42.0496359162664,0,2,2
491,F,Wh,18,60613,-87.6378733256825,41.965471426262,1,1,1
492,M,Bl,27,60617,-87.5338568497681,41.7405894876323,0,2,1
493,M,Wh,58,60659,-87.7019205390431,41.9925411442594,0,1,1
494,M,Wh,22,60464,-87.8955989341232,41.6628050570082,1,1,2
495,M,Bl,29,60153,-87.8475344570614,41.8682974823548,0,2,2
496,F,Ot,23,60458,-87.8483029087519,41.7458397778389,1,4,2
497,M,Wh,22,60187,-88.1311937700545,41.8853529007302,1,1,2
498,M,Wh,24,60435,-88.1512432883611,41.5647146673555,1,1,2
499,M,Wh,42,60638,-87.7799946314092,41.7645957925962,0,1,1
500,M,Hi,68,60647,-87.7022283332056,41.9260875676692,0,3,1
501,M,Hi,33,61301,-89.0418786128924,41.4369362410138,0,3,2
502,M,Wh,62,60624,-87.7203921015538,41.8760744501689,0,1,1
503,M,Bl,61,60617,-87.576594236171,41.7451522889198,0,2,1
504,M,Wh,23,60153,-87.858971505575,41.8748862682413,1,1,2
505,M,Bl,26,60614,-87.6386727789725,41.9155338708422,0,2,1
506,M,Ot,33,60102,-88.2661570290827,42.1546228033911,0,4,2
507,M,Hi,33,60402,-87.7802720968923,41.8375068063446,0,3,2
508,M,Wh,24,60068,-87.8585713377632,42.0180396317359,1,1,2
509,M,Wh,32,60062,-87.8370170274102,42.1463882251762,0,1,2
510,F,Bl,53,60626,-87.6707093603974,42.0162259405781,0,2,1
511,M,Wh,44,60641,-87.7559606024452,41.9397705909547,0,1,1
512,M,Hi,29,60617,-87.5584737627669,41.6718698049495,0,3,1
513,M,Wh,25,60050,-88.2802306224323,42.3563306640707,1,1,2
514,M,Bl,53,60624,-87.7256530614819,41.871434485037,0,2,1
515,M,Wh,18,60707,-87.799620261956,41.92289852936,1,1,2
516,M,Wh,21,60077,-87.7610872463466,42.0222753059262,1,1,2
517,M,Bl,66,60624,-87.7245247836684,41.8857671620335,0,2,1
518,F,Wh,38,60609,-87.6535138650155,41.8256419738685,0,1,1
519,F,Ot,20,60008,-88.0113150733265,42.0534679963163,1,4,2
520,M,Bl,20,60615,-87.6196969729522,41.8053287905386,1,2,1
521,F,Bl,22,60644,-87.7673839065689,41.8934217315988,1,2,1
522,M,Hi,33,60641,-87.7373464098023,41.9579019335099,0,3,1
523,M,Wh,26,60510,-88.3625293485197,41.8598611698516,0,1,2
524,F,Bl,21,60644,-87.7730581353149,41.88440649571,1,2,1
525,M,Wh,23,60565,-88.0697924892585,41.7457877855461,1,1,2
526,M,Hi,36,60612,-87.6757658531277,41.8697183810718,0,3,1
527,M,Wh,21,60123,-88.3369861451374,42.0402863743831,1,1,2
528,M,Wh,19,60402,-87.7842049317521,41.8398510994359,1,1,2
529,F,Wh,23,60506,-88.3471680650103,41.7442959982471,1,1,2
530,F,Bl,63,60651,-87.7392049835743,41.9050489247152,0,2,1
531,M,Wh,23,60093,-87.7601270070226,42.0961118327084,1,1,2
532,F,Wh,20,60651,-87.7242133761054,41.9092640998116,1,1,1
533,F,Bl,53,60619,-87.5974650106429,41.7526148107641,0,2,1
534,F,Bl,70,60609,-87.6363701607554,41.7969422027058,0,2,1
535,M,Wh,30,60707,-87.8126336226572,41.9138441048087,0,1,2
536,F,Bl,63,60619,-87.5893717380134,41.7425950700163,0,2,1
537,M,Wh,32,61101,-89.1535078608849,42.3377693271695,0,1,2
538,M,Wh,28,60062,-87.8466356598026,42.1442721595524,0,1,2
539,M,Bl,28,60644,-87.740808428824,41.8852059788386,0,2,1
540,F,Wh,27,60108,-88.0719302954703,41.9456236256556,0,1,2
541,M,Bl,21,60107,-88.1746746440954,42.0296380747871,1,2,2
542,F,Bl,31,60130,-87.8285353164408,41.8538020464403,0,2,2
543,M,Wh,56,60651,-87.7241599523896,41.896531607252,0,1,1
544,M,Bl,45,60621,-87.6346097796206,41.7704085898903,0,2,1
545,F,Wh,39,60652,-87.7308190956143,41.7623072691498,0,1,1
546,M,Wh,18,60153,-87.8541222826717,41.8763213729622,1,1,2
547,M,Hi,80,60608,-87.6489957641222,41.8432803867401,0,3,1
548,M,Hi,19,60632,-87.7183210681241,41.8115218870457,1,3,1
549,M,Wh,62,60516,-88.0046382043295,41.7842974716008,0,1,2
550,F,Bl,32,60612,-87.681363532644,41.8671356554834,0,2,1
551,M,Hi,24,60440,-88.1017701976234,41.6689399461758,1,3,2
552,F,Wh,33,60506,-88.3127651328512,41.7654454033478,0,1,2
553,F,Bl,19,60624,-87.7316734549512,41.8682658464148,1,2,1
554,F,Ot,20,60707,-87.8068140171988,41.9114512241567,1,4,2
555,M,Wh,50,60402,-87.7909378896205,41.8212291076323,0,1,2
556,F,Hi,21,60641,-87.7317588073067,41.9604049637929,1,3,1
557,M,Ot,30,60171,-87.828796498179,41.9228663501608,0,4,2
558,M,Bl,40,60638,-87.753791519351,41.7864367031592,0,2,1
559,M,Wh,60,60516,-88.0112665821438,41.7623442286987,0,1,2
560,F,Wh,40,60506,-88.3794223898828,41.7598933046377,0,1,2
561,M,Bl,45,60651,-87.7217119861698,41.9064409352217,0,2,1
562,M,Bl,42,60649,-87.5573231794208,41.7605223901162,0,2,1
563,F,Hi,24,60458,-87.8307367335449,41.7530478335532,1,3,2
564,M,Wh,22,60514,-87.9633264260825,41.7827126098932,1,1,2
565,M,Wh,58,60624,-87.7156893558692,41.8829320793802,0,1,1
566,M,Wh,41,60077,-87.7574819919719,42.0145320515292,0,1,2
567,M,Bl,39,60546,-87.8120646278318,41.8391348653991,0,2,2
568,F,Wh,32,60084,-88.1560373294633,42.2750292893474,0,1,2
569,M,Bl,37,60304,-87.8032503118195,41.8702246965151,0,2,2
570,F,Bl,51,60621,-87.6340138071139,41.7721426828569,0,2,1
571,F,Wh,26,60651,-87.7436224719967,41.9066798509061,0,1,1
572,M,Wh,21,60153,-87.8451180457168,41.868352677591,1,1,2
573,M,Wh,26,60174,-88.3365941143567,41.9208740704637,0,1,2
574,F,Wh,24,60610,-87.6408780168928,41.903061761138,1,1,1
575,F,Bl,69,60643,-87.6794019550569,41.7196782812968,0,2,1
576,F,Bl,55,60622,-87.6904094631509,41.9063793447655,0,2,1
577,M,Hi,29,60409,-87.5406994540316,41.6117799439102,0,3,2
578,M,Wh,18,60464,-87.9075171633478,41.6633200799053,1,1,2
579,M,Hi,58,60657,-87.6664404317467,41.9437220187175,0,3,1
580,M,Wh,30,60506,-88.3609802770331,41.7519717441563,0,1,2
581,M,Bl,44,60302,-87.790880957273,41.9034710931821,0,2,2
582,M,Wh,19,60005,-87.9988040898363,42.072624703712,1,1,2
583,F,Wh,28,60173,-88.0620876742684,42.0496988105501,0,1,2
584,M,Wh,20,60805,-87.7148627110956,41.7164514606226,1,1,2
585,M,Hi,24,60804,-87.7575945703884,41.8302119353541,1,3,2
586,F,Wh,32,60707,-87.8084545213329,41.9210133204442,0,1,2
587,F,Wh,35,60120,-88.1677547462999,42.061490633205,0,1,2
588,M,Hi,41,60804,-87.7572841064714,41.8625424524801,0,3,2
589,M,Bl,49,60619,-87.593114236407,41.7262158632063,0,2,1
590,M,Wh,24,60410,-88.1763061925463,41.4390269615138,1,1,2
591,F,Wh,41,60660,-87.6733655010351,41.9982979791477,0,1,1
592,F,Wh,30,60471,-87.719124649054,41.4808070842501,0,1,2
593,F,Wh,43,60660,-87.6672926090546,41.9983200176639,0,1,1
594,M,Wh,29,60615,-87.6056843880902,41.7979191064427,0,1,1
595,M,Bl,66,60654,-87.6299506903802,41.8918744652087,0,2,1
596,M,Wh,29,60107,-88.1933433494685,42.0324022679503,0,1,2
597,M,Wh,32,60623,-87.7174336315304,41.8484781775401,0,1,1
598,M,Wh,21,60459,-87.7458873505714,41.7429132072149,1,1,2
599,F,Bl,66,60660,-87.6774089686301,41.9944117337497,0,2,1
600,F,Hi,23,60107,-88.1785605236458,42.0107835037375,1,3,2
601,M,Hi,25,60614,-87.6718436380181,41.9270188276077,1,3,1
602,M,Wh,24,60477,-87.7886349738355,41.5838509951614,1,1,2
603,F,Wh,18,60617,-87.5782527530286,41.7478502553595,1,1,1
604,M,Hi,51,60613,-87.6630857661245,41.9538409122305,0,3,1
605,F,Bl,65,60155,-87.8546947568254,41.8463487201231,0,2,2
606,F,Bl,80,60612,-87.6839314672731,41.8763110739384,0,2,1
607,F,Wh,34,60445,-87.7487614185587,41.6456789180292,0,1,2
608,F,Wh,21,60706,-87.7912879383396,41.9622509594242,1,1,2
609,F,Wh,21,60651,-87.772610754029,41.905065860953,1,1,1
610,F,Wh,32,60645,-87.6960739279551,42.0028358027225,0,1,1
611,M,Hi,30,60612,-87.7004066240705,41.881609731206,0,3,1
612,F,Bl,69,60619,-87.5867102399178,41.7537862022941,0,2,1
613,M,Bl,61,60623,-87.7222296888887,41.8612990745368,0,2,1
614,F,Ot,41,60644,-87.7641987043778,41.8832996461423,0,4,1
615,M,Bl,62,60402,-87.7919471397923,41.8492269472486,0,2,2
616,M,Wh,34,61356,-89.3537899527067,41.4562606601494,0,1,2
617,M,Bl,23,60107,-88.1551116884589,42.0334251583975,1,2,2
618,F,Bl,50,60628,-87.6129825424906,41.6670608354928,0,2,1
619,F,Bl,80,60623,-87.7059564076796,41.8384300436103,0,2,1
620,F,Ot,79,60647,-87.7064706325772,41.9285425717073,0,4,1
621,F,Wh,20,60540,-88.1099382336136,41.7788447665481,1,1,2
622,F,Hi,36,60651,-87.7104190778248,41.8968562135299,0,3,1
623,M,Wh,42,60005,-87.9771229041049,42.0651380458719,0,1,2
624,F,Bl,46,60651,-87.728749025955,41.9029376734117,0,2,1
625,M,Hi,23,60457,-87.832942817358,41.737063947599,1,3,2
626,M,Hi,40,60630,-87.7281941488978,41.9653266782451,0,3,1
627,F,Hi,41,60612,-87.6715398559333,41.8836038039525,0,3,1
628,M,Hi,25,60611,-87.6082656554146,41.8985267363857,1,3,1
629,M,Bl,61,60616,-87.6110935927116,41.8395186884641,0,2,1
630,F,Wh,24,60804,-87.7602369447028,41.8581446209717,1,1,2
631,F,Wh,24,60181,-87.9919827157587,41.8531732033314,1,1,2
632,M,Bl,48,60402,-87.7989724256262,41.8309423971866,0,2,2
633,F,Bl,46,60620,-87.6597562437129,41.755137224716,0,2,1
634,F,Wh,65,60153,-87.8557694650039,41.8806857280669,0,1,2
635,M,Wh,22,60526,-87.8656955082542,41.8272698848115,1,1,2
636,M,Bl,35,60616,-87.6054086651226,41.8365951424986,0,2,1
637,F,Wh,35,60070,-87.9292678262285,42.1068827918892,0,1,2
638,M,Wh,44,60193,-88.1259686850091,42.0232035551989,0,1,2
639,M,Wh,58,60609,-87.6446241065745,41.799902437211,0,1,1
640,F,Wh,22,60639,-87.7558445628728,41.9195672089187,1,1,1
641,M,Hi,76,60618,-87.6836582829244,41.9538855099068,0,3,1
642,M,Bl,38,60130,-87.8050580311622,41.8853819515421,0,2,2
643,F,Wh,43,60540,-88.1733417815304,41.76290043563,0,1,2
644,F,Wh,27,61913,-88.4985197098084,39.8114362699076,0,1,2
645,M,Hi,41,60651,-87.7670215313069,41.9023332756535,0,3,1
646,F,Ot,35,60660,-87.6507678965134,41.9949603621197,0,4,1
647,M,Hi,74,60625,-87.7151403825155,41.9761372897818,0,3,1
648,M,Wh,47,60565,-88.0971278840075,41.7340230698957,0,1,2
649,F,Wh,56,60612,-87.7048147402366,41.8875548439718,0,1,1
650,F,Bl,23,60901,-87.9648529084835,41.1336148341607,1,2,2
651,M,Wh,66,60608,-87.66880468329,41.8395715062419,0,1,1
652,M,Hi,44,60625,-87.6958045511331,41.9618766464071,0,3,1
653,M,Bl,62,60608,-87.66494131838,41.8481144099428,0,2,1
654,M,Hi,45,60622,-87.6759335568884,41.9016126790867,0,3,1
655,F,Wh,24,60458,-87.8211705908004,41.7512213107235,1,1,2
656,M,Wh,19,60153,-87.8458135395156,41.8667550424691,1,1,2
657,M,Wh,72,60652,-87.6894656916096,41.7438651085183,0,1,1
658,F,Wh,23,60148,-88.0081661081766,41.859747358296,1,1,2
659,M,Wh,46,60101,-88.028746874353,41.9252121893333,0,1,2
660,M,Bl,41,60304,-87.7979645415323,41.8744188642469,0,2,2
661,M,Bl,29,60615,-87.5846071283775,41.8004714417118,0,2,1
662,M,Bl,36,60628,-87.6419055240645,41.7159673403963,0,2,1
663,M,Ot,61,60647,-87.723569770081,41.9103797835699,0,4,1
664,F,Hi,37,60804,-87.7607627575058,41.835158280771,0,3,2
665,F,Bl,65,60624,-87.7393884527488,41.892524208751,0,2,1
666,M,Bl,34,60643,-87.6606463255506,41.6948925074125,0,2,1
667,F,Wh,31,60630,-87.759653294098,41.9659904760502,0,1,1
668,F,Wh,44,60443,-87.753076073245,41.5232301093997,0,1,2
669,F,Wh,33,60559,-87.9730288871757,41.8134363269561,0,1,2
670,M,Hi,29,60617,-87.5330301006171,41.6893523630956,0,3,1
671,M,Wh,22,60188,-88.1301016020269,41.9078818848226,1,1,2
672,M,Wh,73,60084,-88.1111246075641,42.250185705035,0,1,2
673,F,Wh,24,60639,-87.768252411074,41.9109198065293,1,1,1
674,F,Wh,29,60056,-87.9460511003959,42.0686030854196,0,1,2
675,M,Wh,20,60123,-88.3041280223192,42.0662724011769,1,1,2
676,M,Wh,22,60302,-87.7831315241616,41.9074007317324,1,1,2
677,F,Wh,27,60008,-88.0267282712466,42.1014262580993,0,1,2
678,M,Hi,41,60624,-87.7140316678505,41.8841936056491,0,3,1
679,M,Wh,23,60462,-87.8604825917545,41.6282164832821,1,1,2
680,M,Wh,42,60102,-88.3649696819148,42.1703603185805,0,1,2
681,F,Wh,23,60455,-87.8095483810931,41.7052941064894,1,1,2
682,F,Wh,27,60613,-87.6359568119435,41.9600619999804,0,1,1
683,M,Hi,30,60201,-87.6944032483372,42.0563223886591,0,3,2
684,M,Wh,59,60641,-87.744646913224,41.9552563656573,0,1,1
685,M,Wh,28,60202,-87.6879353439254,42.0319218140636,0,1,2
686,F,Wh,22,60656,-87.8136974049051,41.9752669939327,1,1,1
687,M,Wh,69,60160,-87.8631421325095,41.8984040358458,0,1,2
688,M,Hi,31,60647,-87.6940583721819,41.9214999983419,0,3,1
689,F,Bl,78,60643,-87.6613287494411,41.7182162398914,0,2,1
690,F,Wh,33,60654,-87.6384352603902,41.8937203535134,0,1,1
691,M,Bl,47,60616,-87.6402615864445,41.8408629760827,0,2,1
692,M,Hi,34,60804,-87.7549591788897,41.853726978706,0,3,2
693,M,Wh,27,60446,-88.0620255984344,41.6287614245296,0,1,2
694,F,Hi,24,60622,-87.6745419599967,41.9177768843168,1,3,1
695,F,Wh,23,60162,-87.8966398386643,41.8661353821457,1,1,2
696,M,Hi,21,60622,-87.6761514266923,41.9113726439294,1,3,1
697,F,Ot,19,60073,-88.0613514833568,42.3906171632373,1,4,2
698,M,Wh,29,60526,-87.8865372327501,41.8322244697071,0,1,2
699,M,Bl,34,60622,-87.6847803563556,41.90803865836,0,2,1
700,F,Bl,67,60626,-87.6730838124334,42.0137803225689,0,2,1
701,M,Wh,27,60172,-88.0666119507213,41.9888773733567,0,1,2
702,M,Wh,26,60074,-88.0161751790603,42.1398909986192,0,1,2
703,M,Hi,79,60005,-88.0062568112624,42.0599455644598,0,3,2
704,M,Wh,25,60130,-87.8149975333733,41.8744118255713,1,1,2
705,M,Hi,35,60534,-87.8187767386058,41.814381883064,0,3,2
706,M,Wh,33,60467,-87.8615434662038,41.5967444650674,0,1,2
707,M,Wh,24,60640,-87.6709935033632,41.9729977643246,1,1,1
708,M,Bl,58,60640,-87.6635367665307,41.9740933599863,0,2,1
709,F,Ot,23,60626,-87.6717480179823,42.013529851722,1,4,1
710,F,Bl,47,60647,-87.7061321440511,41.929267815652,0,2,1
711,M,Hi,29,60638,-87.796349236055,41.780164315278,0,3,1
712,M,Bl,50,60608,-87.6820179115069,41.8388458489716,0,2,1
713,M,Hi,35,60555,-88.2022485693599,41.8329932958342,0,3,2
714,M,Wh,41,60445,-87.7451467494886,41.6276967153663,0,1,2
715,M,Wh,44,60652,-87.7046766918678,41.7489964749145,0,1,1
716,M,Bl,37,60614,-87.6411768294592,41.916947649678,0,2,1
717,M,Hi,22,60172,-88.0945428600928,41.9785825365856,1,3,2
718,M,Wh,68,60640,-87.6747013401853,41.9660790639609,0,1,1
719,M,Wh,70,60628,-87.609928528762,41.6933289108621,0,1,1
720,M,Bl,35,60640,-87.6674531599669,41.9726551449516,0,2,1
721,F,Hi,36,60634,-87.7897201792663,41.952693902538,0,3,1
722,M,Wh,24,60015,-87.9189106114611,42.1824680196008,1,1,2
723,F,Bl,23,60638,-87.780770788105,41.7615279061229,1,2,1
724,M,Wh,23,60615,-87.5874468244103,41.7933782541047,1,1,1
725,M,Wh,20,60193,-88.1122399925989,41.9973518832244,1,1,2
726,M,Wh,40,60084,-88.133541068854,42.24138963651,0,1,2
727,M,Ot,28,60608,-87.6574763801124,41.8358552093018,0,4,1
728,F,Wh,24,60438,-87.5265305995234,41.5642263969338,1,1,2
729,M,Hi,29,60630,-87.7878213983695,41.9797292347706,0,3,1
730,F,Wh,28,60173,-88.0565634970808,42.0622569375252,0,1,2
731,M,Hi,65,60651,-87.7737061315076,41.9016700532955,0,3,1
732,M,Wh,25,60608,-87.6887793402887,41.8465233176828,1,1,1
733,F,Wh,21,60613,-87.6570941047104,41.954895097387,1,1,1
734,M,Wh,24,60659,-87.7010660300687,41.9888875757436,1,1,1
735,F,Bl,54,60622,-87.6932815132727,41.9083764852151,0,2,1
736,F,Wh,40,60097,-88.3781216549546,42.3791078700587,0,1,2
737,M,Bl,57,60101,-88.0109384649893,41.9284959052674,0,2,2
738,M,Wh,76,60651,-87.71125780084,41.9007478818804,0,1,1
739,F,Wh,34,60714,-87.799783504921,42.032911285785,0,1,2
740,F,Wh,21,60067,-88.0601203912688,42.0958066710909,1,1,2
741,F,Bl,23,60624,-87.7301125129595,41.8793290024809,1,2,1
742,F,Wh,43,60638,-87.7454239656308,41.7801964145396,0,1,1
743,M,Bl,18,60612,-87.6786279155763,41.8740327468253,1,2,1
744,M,Wh,36,60505,-88.301171458222,41.7385656832305,0,1,2
745,M,Wh,18,60629,-87.6879305437149,41.7793141134917,1,1,1
746,M,Wh,40,60445,-87.7112627248367,41.6195207223782,0,1,2
747,F,Hi,35,60634,-87.7669476182291,41.9521474143018,0,3,1
748,F,Bl,56,60609,-87.6685252342266,41.8160036867694,0,2,1
749,F,Ot,42,60634,-87.7848050689057,41.9317431007862,0,4,1
750,M,Wh,22,60014,-88.36307788097,42.1965037443698,1,1,2
751,M,Wh,43,60139,-88.0573090983,41.9242664333797,0,1,2
752,M,Wh,66,60191,-87.9790722150911,41.9566040513541,0,1,2
753,F,Wh,35,60540,-88.0904549232253,41.7532004979227,0,1,2
754,M,Bl,34,60626,-87.6599276649976,42.0094232964247,0,2,1
755,M,Wh,30,60651,-87.7499501308491,41.899964029364,0,1,1
756,F,Bl,45,60623,-87.7070950529788,41.8379416990782,0,2,1
757,F,Bl,65,60636,-87.667982430165,41.7759899913569,0,2,1
758,M,Hi,43,60624,-87.7093603741155,41.8946285179835,0,3,1
759,F,Hi,73,60639,-87.7625146338077,41.9210445823448,0,3,1
760,M,Hi,26,60660,-87.6677182796433,41.9881510669107,0,3,1
761,F,Wh,21,60805,-87.6902578332208,41.7250079520043,1,1,2
762,F,Wh,26,60559,-87.9602713943912,41.8118597637806,0,1,2
763,M,Wh,18,60639,-87.7305926638792,41.9269194456269,1,1,1
764,F,Hi,40,60647,-87.7251305929581,41.9155805441714,0,3,1
765,M,Ot,32,60171,-87.8394037367192,41.9250682047915,0,4,2
766,M,Wh,68,60513,-87.8597460230666,41.8223730029723,0,1,2
767,F,Bl,76,60155,-87.8664851308797,41.8651232070222,0,2,2
768,M,Bl,52,60630,-87.7747939874279,41.9785259355293,0,2,1
769,M,Bl,39,60643,-87.6798497840279,41.7240501660981,0,2,1
770,M,Wh,32,60619,-87.5995831638978,41.7592720177163,0,1,1
771,F,Hi,24,60651,-87.7611546093496,41.9017971118199,1,3,1
772,F,Wh,23,60134,-88.2845917550608,41.8734557805714,1,1,2
773,F,Hi,22,60608,-87.6940416035198,41.8540938089032,1,3,1
774,M,Ot,34,60162,-87.8960291404841,41.8748656311752,0,4,2
775,F,Bl,73,60647,-87.7102710665993,41.929752969952,0,2,1
776,F,Bl,60,60302,-87.8044224657181,41.8806174991666,0,2,2
777,F,Bl,61,60155,-87.8473934362731,41.8560397364879,0,2,2
778,F,Wh,24,60555,-88.1691070197278,41.8129705378108,1,1,2
779,M,Hi,34,60016,-87.9230222501373,42.0326562133055,0,3,2
